,ct1,ct2,ID,Statistic,U,pvalue,n_adenoma_ROIs,n_cancer_ROIs,median_adenoma,median_carcinoma,newindex,StatisticType,StatType,UniqueStatID
150,A,B,8,TCM_A-B_H1-death-sd,537.0,0.9145756843668804,26,42,10.538038510390285,11.148584834824426,8_A-B,TCM,TCM_H1-death-sd,8_TCM_A-B_H1-death-sd
151,A,B,8,TCM_A-B_H1-persistence-mean,604.0,0.4680580702411403,26,42,6.657543293281924,5.213096068626443,8_A-B,TCM,TCM_H1-persistence-mean,8_TCM_A-B_H1-persistence-mean
152,A,B,8,TCM_A-B_H1-persistence-sd,539.0,0.9346235476662696,26,42,8.319445209583055,7.475907600951876,8_A-B,TCM,TCM_H1-persistence-sd,8_TCM_A-B_H1-persistence-sd
153,A,B,9,WassersteinDistance_A-B,272.0,0.7203917662706332,34,15,41.18032231545485,30.53750111263618,9_A-B,WassersteinDistance,WassersteinDistance,9_WassersteinDistance_A-B
154,A,B,9,PCF_A-B_gmax,330.0,0.10606579621799078,34,15,3.5320877037341125,1.3419361937859369,9_A-B,PCF,PCF_gmax,9_PCF_A-B_gmax
155,A,B,9,PCF_A-B_rpeak,313.5,0.1693459459093698,34,15,5.0,0.0,9_A-B,PCF,PCF_rpeak,9_PCF_A-B_rpeak
156,A,B,9,PCF_A-B_gmin,215.0,0.3915138001276375,34,15,0.9739088135782223,0.9759287544708328,9_A-B,PCF,PCF_gmin,9_PCF_A-B_gmin
157,A,B,9,PCF_A-B_rtrough,282.5,0.5527321138831836,34,15,127.5,105.0,9_A-B,PCF,PCF_rtrough,9_PCF_A-B_rtrough
158,A,B,9,PCF_A-B_int0_20,327.0,0.12088903753562473,34,15,63.18359421631894,24.37588130758782,9_A-B,PCF,PCF_int0_20,9_PCF_A-B_int0_20
159,A,B,9,PCF_A-B_int0_40,324.0,0.1372860945698715,34,15,106.4366345879308,44.518740781722585,9_A-B,PCF,PCF_int0_40,9_PCF_A-B_int0_40
160,A,B,9,PCF_A-B_int0_100,324.0,0.1372860945698715,34,15,188.5000795724037,104.45052500679373,9_A-B,PCF,PCF_int0_100,9_PCF_A-B_int0_100
161,A,B,9,TCM_A-B_H0-nBars,242.0,0.785822674254248,34,15,14.5,22.0,9_A-B,TCM,TCM_H0-nBars,9_TCM_A-B_H0-nBars
162,A,B,9,TCM_A-B_H1-nBars,235.5,0.6793264798610406,34,15,15.5,18.0,9_A-B,TCM,TCM_H1-nBars,9_TCM_A-B_H1-nBars
163,A,B,9,TCM_A-B_H0-death-mean,178.0,0.09701145612549433,34,15,9.281377802816976,12.587726188742597,9_A-B,TCM,TCM_H0-death-mean,9_TCM_A-B_H0-death-mean
164,A,B,9,TCM_A-B_H0-death-sd,217.0,0.4159376262330222,34,15,9.911635178625916,10.206892531093644,9_A-B,TCM,TCM_H0-death-sd,9_TCM_A-B_H0-death-sd
165,A,B,9,TCM_A-B_H1-birth-mean,162.0,0.04479155364412945,34,15,16.78301777394765,24.43087482452393,9_A-B,TCM,TCM_H1-birth-mean,9_TCM_A-B_H1-birth-mean
166,A,B,9,TCM_A-B_H1-death-mean,197.0,0.2122691428919723,34,15,22.37303638674996,28.865759061730422,9_A-B,TCM,TCM_H1-death-mean,9_TCM_A-B_H1-death-mean
167,A,B,9,TCM_A-B_H1-death-sd,241.0,0.7696321316732178,34,15,5.923631917662336,4.255842367039552,9_A-B,TCM,TCM_H1-death-sd,9_TCM_A-B_H1-death-sd
168,A,B,9,TCM_A-B_H1-persistence-mean,238.0,0.7203917662706332,34,15,5.870521608520956,4.105758845806122,9_A-B,TCM,TCM_H1-persistence-mean,9_TCM_A-B_H1-persistence-mean
169,A,B,9,TCM_A-B_H1-persistence-sd,235.0,0.6722847601110498,34,15,7.855055486962311,7.035560452528144,9_A-B,TCM,TCM_H1-persistence-sd,9_TCM_A-B_H1-persistence-sd
170,A,B,10,WassersteinDistance_A-B,218.0,0.003074661362219475,21,39,47.28878494406461,83.00636188890589,10_A-B,WassersteinDistance,WassersteinDistance,10_WassersteinDistance_A-B
171,A,B,10,PCF_A-B_gmax,818.0,2.5603236797405653e-10,21,39,3.56501889935728,1.0219109026377753,10_A-B,PCF,PCF_gmax,10_PCF_A-B_gmax
172,A,B,10,PCF_A-B_rpeak,0.0,1.538175016811942e-10,21,39,0.0,120.0,10_A-B,PCF,PCF_rpeak,10_PCF_A-B_rpeak
173,A,B,10,PCF_A-B_gmin,819.0,2.3142899921812297e-10,21,39,0.9768630921935786,0.132572901620407,10_A-B,PCF,PCF_gmin,10_PCF_A-B_gmin
174,A,B,10,PCF_A-B_rtrough,819.0,7.871084356751145e-11,21,39,135.0,10.0,10_A-B,PCF,PCF_rtrough,10_PCF_A-B_rtrough
175,A,B,10,PCF_A-B_int0_20,819.0,2.3156130010118073e-10,21,39,68.87558702165421,3.8125254723467568,10_A-B,PCF,PCF_int0_20,10_PCF_A-B_int0_20
176,A,B,10,PCF_A-B_int0_40,819.0,2.3156130010118073e-10,21,39,119.5844974347078,12.867260430816929,10_A-B,PCF,PCF_int0_40,10_PCF_A-B_int0_40
177,A,B,10,PCF_A-B_int0_100,819.0,2.3156130010118073e-10,21,39,203.2066541957373,63.98647433620166,10_A-B,PCF,PCF_int0_100,10_PCF_A-B_int0_100
178,A,B,10,TCM_A-B_H0-nBars,352.5,0.38033020948379337,21,39,13.0,16.0,10_A-B,TCM,TCM_H0-nBars,10_TCM_A-B_H0-nBars
179,A,B,10,TCM_A-B_H1-nBars,384.5,0.7035414081853437,21,39,13.0,14.0,10_A-B,TCM,TCM_H1-nBars,10_TCM_A-B_H1-nBars
180,A,B,10,TCM_A-B_H0-death-mean,531.0,0.060752430331095654,21,39,14.882896109422049,7.791627501423161,10_A-B,TCM,TCM_H0-death-mean,10_TCM_A-B_H0-death-mean
181,A,B,10,TCM_A-B_H0-death-sd,469.0,0.3605072007286305,21,39,22.60009831868744,13.730895436970355,10_A-B,TCM,TCM_H0-death-sd,10_TCM_A-B_H0-death-sd
182,A,B,10,TCM_A-B_H1-birth-mean,541.0,0.04232850685412628,21,39,25.25396898518438,13.727747339468737,10_A-B,TCM,TCM_H1-birth-mean,10_TCM_A-B_H1-birth-mean
183,A,B,10,TCM_A-B_H1-death-mean,503.0,0.14948840472090075,21,39,37.487109847690746,26.220916175842284,10_A-B,TCM,TCM_H1-death-mean,10_TCM_A-B_H1-death-mean
184,A,B,10,TCM_A-B_H1-death-sd,437.0,0.6756153564516258,21,39,19.32722239289306,11.900877012170788,10_A-B,TCM,TCM_H1-death-sd,10_TCM_A-B_H1-death-sd
185,A,B,10,TCM_A-B_H1-persistence-mean,471.0,0.3444569333221519,21,39,17.37309763981746,11.799856917063396,10_A-B,TCM,TCM_H1-persistence-mean,10_TCM_A-B_H1-persistence-mean
186,A,B,10,TCM_A-B_H1-persistence-sd,465.0,0.39398884982751536,21,39,19.11456637779928,11.765227086310007,10_A-B,TCM,TCM_H1-persistence-sd,10_TCM_A-B_H1-persistence-sd
187,A,B,11,WassersteinDistance_A-B,131.0,5.6973831970941634e-05,28,26,42.684688676794295,95.02628304054062,11_A-B,WassersteinDistance,WassersteinDistance,11_WassersteinDistance_A-B
188,A,B,11,PCF_A-B_gmax,708.0,2.7373260932191663e-09,28,26,3.7441896259319565,1.1415805591659167,11_A-B,PCF,PCF_gmax,11_PCF_A-B_gmax
189,A,B,11,PCF_A-B_rpeak,123.5,2.3023601828125573e-05,28,26,5.0,75.0,11_A-B,PCF,PCF_rpeak,11_PCF_A-B_rpeak
190,A,B,11,PCF_A-B_gmin,631.0,3.957362437322185e-06,28,26,1.0862335307015905,0.8749675399023062,11_A-B,PCF,PCF_gmin,11_PCF_A-B_gmin
191,A,B,11,PCF_A-B_rtrough,707.5,1.818133055977504e-09,28,26,145.0,10.0,11_A-B,PCF,PCF_rtrough,11_PCF_A-B_rtrough
192,A,B,11,PCF_A-B_int0_20,721.0,6.756983163285478e-10,28,26,68.26772696608471,18.951056270719533,11_A-B,PCF,PCF_int0_20,11_PCF_A-B_int0_20
193,A,B,11,PCF_A-B_int0_40,715.0,1.2967025939204199e-09,28,26,107.63458552830316,38.184881238475924,11_A-B,PCF,PCF_int0_40,11_PCF_A-B_int0_40
194,A,B,11,PCF_A-B_int0_100,712.0,1.78923813429761e-09,28,26,195.78310714507296,98.69519061820526,11_A-B,PCF,PCF_int0_100,11_PCF_A-B_int0_100
195,A,B,11,TCM_A-B_H0-nBars,350.5,0.8215287042531225,28,26,16.0,16.0,11_A-B,TCM,TCM_H0-nBars,11_TCM_A-B_H0-nBars
196,A,B,11,TCM_A-B_H1-nBars,399.0,0.5489835199646933,28,26,14.0,12.5,11_A-B,TCM,TCM_H1-nBars,11_TCM_A-B_H1-nBars
197,A,B,11,TCM_A-B_H0-death-mean,575.0,0.00026828180189041745,28,26,11.594596413142396,0.9635672467919411,11_A-B,TCM,TCM_H0-death-mean,11_TCM_A-B_H0-death-mean
198,A,B,11,TCM_A-B_H0-death-sd,407.0,0.4618805368809181,28,26,21.1800783023872,14.410094312581908,11_A-B,TCM,TCM_H0-death-sd,11_TCM_A-B_H0-death-sd
199,A,B,11,TCM_A-B_H1-birth-mean,531.0,0.0039462864269228515,28,26,22.764412657827393,10.382002121519893,11_A-B,TCM,TCM_H1-birth-mean,11_TCM_A-B_H1-birth-mean
200,A,B,11,TCM_A-B_H1-death-mean,502.0,0.017294794483764885,28,26,40.47762754985264,19.127064274553963,11_A-B,TCM,TCM_H1-death-mean,11_TCM_A-B_H1-death-mean
201,A,B,11,TCM_A-B_H1-death-sd,428.0,0.27163603379402823,28,26,21.165852368104378,11.770433304922467,11_A-B,TCM,TCM_H1-death-sd,11_TCM_A-B_H1-death-sd
202,A,B,11,TCM_A-B_H1-persistence-mean,443.0,0.1741527478431859,28,26,20.195166758128575,6.851871702515442,11_A-B,TCM,TCM_H1-persistence-mean,11_TCM_A-B_H1-persistence-mean
203,A,B,11,TCM_A-B_H1-persistence-sd,451.0,0.13426960242652813,28,26,22.194615259334142,7.854018048667111,11_A-B,TCM,TCM_H1-persistence-sd,11_TCM_A-B_H1-persistence-sd
204,A,B,12,WassersteinDistance_A-B,296.0,0.2238576834203927,18,27,75.9522984331037,53.79713350980131,12_A-B,WassersteinDistance,WassersteinDistance,12_WassersteinDistance_A-B
205,A,B,12,PCF_A-B_gmax,0.0,1.928398190533928e-08,18,27,1.0251132926350062,3.7568491872524574,12_A-B,PCF,PCF_gmax,12_PCF_A-B_gmax
206,A,B,12,PCF_A-B_rpeak,486.0,8.172613048750337e-09,18,27,125.0,0.0,12_A-B,PCF,PCF_rpeak,12_PCF_A-B_rpeak
207,A,B,12,PCF_A-B_gmin,0.0,1.928398190533928e-08,18,27,0.1077357227399097,0.9746487460864476,12_A-B,PCF,PCF_gmin,12_PCF_A-B_gmin
208,A,B,12,PCF_A-B_rtrough,0.0,9.790666028898646e-09,18,27,0.0,140.0,12_A-B,PCF,PCF_rtrough,12_PCF_A-B_rtrough
209,A,B,12,PCF_A-B_int0_20,0.0,1.928398190533928e-08,18,27,3.4087493801939193,70.50711383350968,12_A-B,PCF,PCF_int0_20,12_PCF_A-B_int0_20
210,A,B,12,PCF_A-B_int0_40,0.0,1.928398190533928e-08,18,27,12.712651214019507,117.62659578886463,12_A-B,PCF,PCF_int0_40,12_PCF_A-B_int0_40
211,A,B,12,PCF_A-B_int0_100,0.0,1.928398190533928e-08,18,27,63.00851794514407,210.9804261744241,12_A-B,PCF,PCF_int0_100,12_PCF_A-B_int0_100
212,A,B,12,TCM_A-B_H0-nBars,340.0,0.025051083216326576,18,27,19.0,13.0,12_A-B,TCM,TCM_H0-nBars,12_TCM_A-B_H0-nBars
213,A,B,12,TCM_A-B_H1-nBars,252.0,0.8434795347820476,18,27,14.5,12.0,12_A-B,TCM,TCM_H1-nBars,12_TCM_A-B_H1-nBars
214,A,B,12,TCM_A-B_H0-death-mean,123.0,0.005629631461623018,18,27,5.464356231659519,10.391778110805898,12_A-B,TCM,TCM_H0-death-mean,12_TCM_A-B_H0-death-mean
215,A,B,12,TCM_A-B_H0-death-sd,179.0,0.1412410838310533,18,27,12.564949511445493,17.78929329143114,12_A-B,TCM,TCM_H0-death-sd,12_TCM_A-B_H0-death-sd
216,A,B,12,TCM_A-B_H1-birth-mean,85.0,0.00026326080270351474,18,27,11.174480634577133,22.045012962818145,12_A-B,TCM,TCM_H1-birth-mean,12_TCM_A-B_H1-birth-mean
217,A,B,12,TCM_A-B_H1-death-mean,149.0,0.0302933805506859,18,27,28.083404468767572,39.82007063759698,12_A-B,TCM,TCM_H1-death-mean,12_TCM_A-B_H1-death-mean
218,A,B,12,TCM_A-B_H1-death-sd,204.0,0.37240454931653466,18,27,14.66357977799725,13.95199028357238,12_A-B,TCM,TCM_H1-death-sd,12_TCM_A-B_H1-death-sd
219,A,B,12,TCM_A-B_H1-persistence-mean,200.0,0.3247953328308285,18,27,15.170757122416244,17.05682522058487,12_A-B,TCM,TCM_H1-persistence-mean,12_TCM_A-B_H1-persistence-mean
220,A,B,12,TCM_A-B_H1-persistence-sd,177.0,0.12913505204669787,18,27,14.64053629463482,16.62723978733898,12_A-B,TCM,TCM_H1-persistence-sd,12_TCM_A-B_H1-persistence-sd
221,A,B,13,WassersteinDistance_A-B,530.0,0.7339247804187392,42,24,77.05516071994427,67.51066304374986,13_A-B,WassersteinDistance,WassersteinDistance,13_WassersteinDistance_A-B
222,A,B,13,PCF_A-B_gmax,450.0,0.47575715767947213,42,24,1.019617938560843,1.0294876945133997,13_A-B,PCF,PCF_gmax,13_PCF_A-B_gmax
223,A,B,13,PCF_A-B_rpeak,563.5,0.42790655330801386,42,24,132.5,115.0,13_A-B,PCF,PCF_rpeak,13_PCF_A-B_rpeak
224,A,B,13,PCF_A-B_gmin,458.0,0.5441794939709673,42,24,0.1333011942552658,0.12317790977166905,13_A-B,PCF,PCF_gmin,13_PCF_A-B_gmin
225,A,B,13,PCF_A-B_rtrough,431.0,0.29014141005352356,42,24,0.0,5.0,13_A-B,PCF,PCF_rtrough,13_PCF_A-B_rtrough
226,A,B,13,PCF_A-B_int0_20,453.0,0.5008494182206424,42,24,4.523092212675962,4.847521339180529,13_A-B,PCF,PCF_int0_20,13_PCF_A-B_int0_20
227,A,B,13,PCF_A-B_int0_40,477.0,0.7239091607179097,42,24,15.627246101548009,15.720078338383663,13_A-B,PCF,PCF_int0_40,13_PCF_A-B_int0_40
228,A,B,13,PCF_A-B_int0_100,478.0,0.7339247804187392,42,24,70.63580989891891,69.68539864738511,13_A-B,PCF,PCF_int0_100,13_PCF_A-B_int0_100
229,A,B,13,TCM_A-B_H0-nBars,402.5,0.1775957989136694,42,24,17.0,20.0,13_A-B,TCM,TCM_H0-nBars,13_TCM_A-B_H0-nBars
230,A,B,13,TCM_A-B_H1-nBars,354.0,0.045814260146043895,42,24,14.5,17.5,13_A-B,TCM,TCM_H1-nBars,13_TCM_A-B_H1-nBars
231,A,B,13,TCM_A-B_H0-death-mean,514.0,0.899230954223127,42,24,7.107551925874745,5.222830439498647,13_A-B,TCM,TCM_H0-death-mean,13_TCM_A-B_H0-death-mean
232,A,B,13,TCM_A-B_H0-death-sd,594.0,0.23286340518018522,42,24,10.681878368576898,8.398054548892688,13_A-B,TCM,TCM_H0-death-sd,13_TCM_A-B_H0-death-sd
233,A,B,13,TCM_A-B_H1-birth-mean,386.0,0.11729032234304622,42,24,9.696265565189108,17.061803392338334,13_A-B,TCM,TCM_H1-birth-mean,13_TCM_A-B_H1-birth-mean
234,A,B,13,TCM_A-B_H1-death-mean,483.0,0.7846529969189224,42,24,20.937884429256016,21.90033507250581,13_A-B,TCM,TCM_H1-death-mean,13_TCM_A-B_H1-death-mean
235,A,B,13,TCM_A-B_H1-death-sd,579.0,0.32067654903789156,42,24,6.835627890242375,4.784622963085964,13_A-B,TCM,TCM_H1-death-sd,13_TCM_A-B_H1-death-sd
236,A,B,13,TCM_A-B_H1-persistence-mean,568.0,0.3973067860467423,42,24,5.945730048689233,4.829793332199402,13_A-B,TCM,TCM_H1-persistence-mean,13_TCM_A-B_H1-persistence-mean
237,A,B,13,TCM_A-B_H1-persistence-sd,561.0,0.4513702814028977,42,24,7.200556725144326,6.547899608459035,13_A-B,TCM,TCM_H1-persistence-sd,13_TCM_A-B_H1-persistence-sd
238,A,B,14,WassersteinDistance_A-B,133.0,0.17420849925734427,28,13,84.90845124652702,120.03623711592944,14_A-B,WassersteinDistance,WassersteinDistance,14_WassersteinDistance_A-B
239,A,B,14,PCF_A-B_gmax,30.0,2.1906818321093783e-05,28,13,1.014305320995497,1.1791335626423431,14_A-B,PCF,PCF_gmax,14_PCF_A-B_gmax
240,A,B,14,PCF_A-B_rpeak,254.0,0.04332136772325083,28,13,112.5,90.0,14_A-B,PCF,PCF_rpeak,14_PCF_A-B_rpeak
241,A,B,14,PCF_A-B_gmin,8.0,1.1686597207965152e-06,28,13,0.11929989344377535,0.8993912279695307,14_A-B,PCF,PCF_gmin,14_PCF_A-B_gmin
242,A,B,14,PCF_A-B_rtrough,83.0,0.0038445548045010626,28,13,2.5,30.0,14_A-B,PCF,PCF_rtrough,14_PCF_A-B_rtrough
243,A,B,14,PCF_A-B_int0_20,18.0,4.6339431480033475e-06,28,13,4.129846411086033,19.987527487207966,14_A-B,PCF,PCF_int0_20,14_PCF_A-B_int0_20
244,A,B,14,PCF_A-B_int0_40,41.0,8.273683804714957e-05,28,13,15.310499795693666,39.89318169320505,14_A-B,PCF,PCF_int0_40,14_PCF_A-B_int0_40
245,A,B,14,PCF_A-B_int0_100,53.0,0.0003180557875012324,28,13,66.99517625883254,102.17365630125902,14_A-B,PCF,PCF_int0_100,14_PCF_A-B_int0_100
246,A,B,14,TCM_A-B_H0-nBars,275.5,0.00907891948544354,28,13,16.5,11.0,14_A-B,TCM,TCM_H0-nBars,14_TCM_A-B_H0-nBars
247,A,B,14,TCM_A-B_H1-nBars,276.0,0.008666676312638693,28,13,17.0,10.0,14_A-B,TCM,TCM_H1-nBars,14_TCM_A-B_H1-nBars
248,A,B,14,TCM_A-B_H0-death-mean,206.0,0.5102876351118065,28,13,8.0838526846288,8.075681704282761,14_A-B,TCM,TCM_H0-death-mean,14_TCM_A-B_H0-death-mean
249,A,B,14,TCM_A-B_H0-death-sd,96.0,0.01660140415591229,28,13,14.200449550943109,35.56857839498088,14_A-B,TCM,TCM_H0-death-sd,14_TCM_A-B_H0-death-sd
250,A,B,14,TCM_A-B_H1-birth-mean,238.0,0.11996493632194541,28,13,13.363197815448121,7.003000705724671,14_A-B,TCM,TCM_H1-birth-mean,14_TCM_A-B_H1-birth-mean
251,A,B,14,TCM_A-B_H1-death-mean,177.0,0.8996728271306805,28,13,25.2019218699326,25.723170280456543,14_A-B,TCM,TCM_H1-death-mean,14_TCM_A-B_H1-death-mean
252,A,B,14,TCM_A-B_H1-death-sd,104.0,0.029909576405523428,28,13,13.850144914750263,23.48212229020627,14_A-B,TCM,TCM_H1-death-sd,14_TCM_A-B_H1-death-sd
253,A,B,14,TCM_A-B_H1-persistence-mean,127.0,0.12678483629218537,28,13,10.64029514431057,22.734850010601804,14_A-B,TCM,TCM_H1-persistence-mean,14_TCM_A-B_H1-persistence-mean
254,A,B,14,TCM_A-B_H1-persistence-sd,139.0,0.23376937266281617,28,13,14.198888176767301,26.95596759755424,14_A-B,TCM,TCM_H1-persistence-sd,14_TCM_A-B_H1-persistence-sd
255,A,B,15,WassersteinDistance_A-B,375.0,0.004730437480453806,33,15,104.01793100012024,48.59256246265634,15_A-B,WassersteinDistance,WassersteinDistance,15_WassersteinDistance_A-B
256,A,B,15,PCF_A-B_gmax,42.0,5.1207353016071464e-06,33,15,1.0989802596216065,3.671344259481089,15_A-B,PCF,PCF_gmax,15_PCF_A-B_gmax
257,A,B,15,PCF_A-B_rpeak,392.5,0.0011078010558837042,33,15,40.0,5.0,15_A-B,PCF,PCF_rpeak,15_PCF_A-B_rpeak
258,A,B,15,PCF_A-B_gmin,94.0,0.0006661308240260985,33,15,0.9209215962639912,0.9847935246586964,15_A-B,PCF,PCF_gmin,15_PCF_A-B_gmin
259,A,B,15,PCF_A-B_rtrough,107.0,0.0017140243778072,33,15,50.0,135.0,15_A-B,PCF,PCF_rtrough,15_PCF_A-B_rtrough
260,A,B,15,PCF_A-B_int0_20,24.0,7.043861621969186e-07,33,15,19.958961808444265,69.74325298791942,15_A-B,PCF,PCF_int0_20,15_PCF_A-B_int0_20
261,A,B,15,PCF_A-B_int0_40,41.0,4.605006473704922e-06,33,15,40.99592793833813,125.38500280069296,15_A-B,PCF,PCF_int0_40,15_PCF_A-B_int0_40
262,A,B,15,PCF_A-B_int0_100,49.0,1.0623386491594393e-05,33,15,100.38777008361744,222.46530788001573,15_A-B,PCF,PCF_int0_100,15_PCF_A-B_int0_100
263,A,B,15,TCM_A-B_H0-nBars,238.0,0.8408575453782638,33,15,15.0,15.0,15_A-B,TCM,TCM_H0-nBars,15_TCM_A-B_H0-nBars
264,A,B,15,TCM_A-B_H1-nBars,221.0,0.5619465292621248,33,15,13.0,13.0,15_A-B,TCM,TCM_H1-nBars,15_TCM_A-B_H1-nBars
265,A,B,15,TCM_A-B_H0-death-mean,101.0,0.0011644300119153825,33,15,0.5333914880333399,10.14532727756434,15_A-B,TCM,TCM_H0-death-mean,15_TCM_A-B_H0-death-mean
266,A,B,15,TCM_A-B_H0-death-sd,266.0,0.6888833648868296,33,15,14.770275329783871,11.385780361302851,15_A-B,TCM,TCM_H0-death-sd,15_TCM_A-B_H0-death-sd
267,A,B,15,TCM_A-B_H1-birth-mean,127.0,0.007604591816022818,33,15,6.43930526340709,19.31843336890725,15_A-B,TCM,TCM_H1-birth-mean,15_TCM_A-B_H1-birth-mean
268,A,B,15,TCM_A-B_H1-death-mean,145.0,0.02328241652468486,33,15,18.06025828847196,32.2129267179049,15_A-B,TCM,TCM_H1-death-mean,15_TCM_A-B_H1-death-mean
269,A,B,15,TCM_A-B_H1-death-sd,232.0,0.7386494157282615,33,15,9.07428473375238,12.074639699145488,15_A-B,TCM,TCM_H1-death-sd,15_TCM_A-B_H1-death-sd
270,A,B,15,TCM_A-B_H1-persistence-mean,195.0,0.24742478508527554,33,15,8.685991754662245,12.08233799537023,15_A-B,TCM,TCM_H1-persistence-mean,15_TCM_A-B_H1-persistence-mean
271,A,B,15,TCM_A-B_H1-persistence-sd,205.0,0.35020138917929555,33,15,7.568082514853234,11.130324917442469,15_A-B,TCM,TCM_H1-persistence-sd,15_TCM_A-B_H1-persistence-sd
272,A,B,16,WassersteinDistance_A-B,561.0,0.014393273487299173,17,47,129.40850914942493,97.39188521317136,16_A-B,WassersteinDistance,WassersteinDistance,16_WassersteinDistance_A-B
273,A,B,16,PCF_A-B_gmax,697.0,6.3443456254447476e-06,17,47,1.2375483134773253,1.0264969082821072,16_A-B,PCF,PCF_gmax,16_PCF_A-B_gmax
274,A,B,16,PCF_A-B_rpeak,157.0,0.0002245090979793368,17,47,70.0,110.0,16_A-B,PCF,PCF_rpeak,16_PCF_A-B_rpeak
275,A,B,16,PCF_A-B_gmin,743.0,1.8500725428178894e-07,17,47,0.8137225852341193,0.1156671373558048,16_A-B,PCF,PCF_gmin,16_PCF_A-B_gmin
276,A,B,16,PCF_A-B_rtrough,528.5,0.039457913564281716,17,47,40.0,10.0,16_A-B,PCF,PCF_rtrough,16_PCF_A-B_rtrough
277,A,B,16,PCF_A-B_int0_20,734.0,3.8344421056707715e-07,17,47,19.35152348624321,3.752857853293346,16_A-B,PCF,PCF_int0_20,16_PCF_A-B_int0_20
278,A,B,16,PCF_A-B_int0_40,720.0,1.149264573819632e-06,17,47,39.08970487146627,13.893219792990925,16_A-B,PCF,PCF_int0_40,16_PCF_A-B_int0_40
279,A,B,16,PCF_A-B_int0_100,755.0,6.806297003443433e-08,17,47,100.35996946993438,63.74419603103526,16_A-B,PCF,PCF_int0_100,16_PCF_A-B_int0_100
280,A,B,16,TCM_A-B_H0-nBars,292.0,0.1033522962926902,17,47,12.0,16.0,16_A-B,TCM,TCM_H0-nBars,16_TCM_A-B_H0-nBars
281,A,B,16,TCM_A-B_H1-nBars,277.5,0.06417445548541847,17,47,13.0,14.0,16_A-B,TCM,TCM_H1-nBars,16_TCM_A-B_H1-nBars
282,A,B,16,TCM_A-B_H0-death-mean,236.0,0.013223346270222128,17,47,2.879744650796056,7.082617628504522,16_A-B,TCM,TCM_H0-death-mean,16_TCM_A-B_H0-death-mean
283,A,B,16,TCM_A-B_H0-death-sd,503.0,0.11742796213701555,17,47,24.171103567905813,13.700650251272249,16_A-B,TCM,TCM_H0-death-sd,16_TCM_A-B_H0-death-sd
284,A,B,16,TCM_A-B_H1-birth-mean,301.0,0.13631413139771884,17,47,7.464080504008701,14.30440592765808,16_A-B,TCM,TCM_H1-birth-mean,16_TCM_A-B_H1-birth-mean
285,A,B,16,TCM_A-B_H1-death-mean,377.0,0.7380678821724556,17,47,30.00725915215232,26.504009128082544,16_A-B,TCM,TCM_H1-death-mean,16_TCM_A-B_H1-death-mean
286,A,B,16,TCM_A-B_H1-death-sd,441.0,0.5331371039027888,17,47,13.289642167793405,14.387059745613088,16_A-B,TCM,TCM_H1-death-sd,16_TCM_A-B_H1-death-sd
287,A,B,16,TCM_A-B_H1-persistence-mean,420.0,0.7611188426526801,17,47,14.318775442930368,10.294856008819558,16_A-B,TCM,TCM_H1-persistence-mean,16_TCM_A-B_H1-persistence-mean
288,A,B,16,TCM_A-B_H1-persistence-sd,413.0,0.8433519942074589,17,47,16.33637553866312,14.11034083625501,16_A-B,TCM,TCM_H1-persistence-sd,16_TCM_A-B_H1-persistence-sd
289,A,B,17,WassersteinDistance_A-B,543.0,0.7426559064539151,47,22,100.82065382488696,91.08960267540985,17_A-B,WassersteinDistance,WassersteinDistance,17_WassersteinDistance_A-B
290,A,B,17,PCF_A-B_gmax,514.0,0.9743205092803549,47,22,1.1154051604184254,1.127146534983698,17_A-B,PCF,PCF_gmax,17_PCF_A-B_gmax
291,A,B,17,PCF_A-B_rpeak,492.5,0.7564895285001743,47,22,30.0,37.5,17_A-B,PCF,PCF_rpeak,17_PCF_A-B_rpeak
292,A,B,17,PCF_A-B_gmin,524.0,0.9332996716927889,47,22,0.8990861122479767,0.9011971512992738,17_A-B,PCF,PCF_gmin,17_PCF_A-B_gmin
293,A,B,17,PCF_A-B_rtrough,518.5,0.9896884995219069,47,22,25.0,32.5,17_A-B,PCF,PCF_rtrough,17_PCF_A-B_rtrough
294,A,B,17,PCF_A-B_int0_20,566.0,0.5323081165833872,47,22,20.016783346521468,20.118029091919844,17_A-B,PCF,PCF_int0_20,17_PCF_A-B_int0_20
295,A,B,17,PCF_A-B_int0_40,512.0,0.953794789281784,47,22,39.93112610516836,40.55436505872498,17_A-B,PCF,PCF_int0_40,17_PCF_A-B_int0_40
296,A,B,17,PCF_A-B_int0_100,506.0,0.8924552383557981,47,22,100.8950245103258,100.68581920126019,17_A-B,PCF,PCF_int0_100,17_PCF_A-B_int0_100
297,A,B,17,TCM_A-B_H0-nBars,605.5,0.2563063628222021,47,22,16.0,13.5,17_A-B,TCM,TCM_H0-nBars,17_TCM_A-B_H0-nBars
298,A,B,17,TCM_A-B_H1-nBars,553.0,0.6468839545797394,47,22,13.0,13.0,17_A-B,TCM,TCM_H1-nBars,17_TCM_A-B_H1-nBars
299,A,B,17,TCM_A-B_H0-death-mean,451.0,0.3990166749535937,47,22,4.189373308062553,5.555129000056574,17_A-B,TCM,TCM_H0-death-mean,17_TCM_A-B_H0-death-mean
300,A,B,17,TCM_A-B_H0-death-sd,479.0,0.6292019572257098,47,22,12.168213735802768,16.0248590819413,17_A-B,TCM,TCM_H0-death-sd,17_TCM_A-B_H0-death-sd
